Identificador do processo de viagem,Número da Proposta (PCDP),Meio de transporte,País - Origem ida,UF - Origem ida,Cidade - Origem ida,País - Destino ida,UF - Destino ida,Cidade - Destino ida,País - Origem volta,UF - Origem volta,Cidade - Origem volta,Pais - Destino volta,UF - Destino volta,Cidade - Destino volta,Valor da passagem,Taxa de serviço,Data da emissão/compra,Hora da emissão/compra
19407618,000004/24-1C,Aéreo,China,,Xangai,China,,Tianjin,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,"2528,58","0,00",15/12/2023,17:58
19407618,000004/24-1C,Aéreo,China,,Tianjin,China,,Chengdu,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,"7845,99","0,00",15/12/2023,17:58
19409017,000068/24,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Amazonas,Manaus,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,"1287,51","0,00",31/10/2023,11:35
19409312,000071/24,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Pernambuco,Recife,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,"621,20","0,00",10/11/2023,16:28
19409780,000076/24,Aéreo,Brasil,Rio Grande do Sul,Porto Alegre,Brasil,Distrito Federal,Brasília,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,"1155,28","0,01",31/10/2023,09:56
19409875,000081/24,Aéreo,El Salvador,,San Salvador,Brasil,Distrito Federal,Brasília,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,"6175,29","0,00",18/12/2023,15:04
19409939,000028/24,Aéreo,Brasil,Distrito Federal,Brasília,Reino Unido,,Londres,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,"4949,17","0,00",06/12/2023,20:22
19410045,000080/24-1C,Aéreo,El Salvador,,San Salvador,Brasil,Distrito Federal,Brasília,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,"11314,72","0,00",22/01/2024,11:58
19410045,000080/24-1C,Aéreo,El Salvador,,San Salvador,Brasil,Distrito Federal,Brasília,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,"5667,21","0,00",15/12/2023,11:37
19410134,000079/24-1C,Aéreo,El Salvador,,San Salvador,Brasil,Distrito Federal,Brasília,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,"4094,27","0,00",15/12/2023,11:41
19410134,000079/24-1C,Aéreo,El Salvador,,San Salvador,Brasil,Distrito Federal,Brasília,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,"8579,28","0,00",22/01/2024,12:00
19410187,000077/24,Aéreo,Brasil,Rio Grande do Sul,Porto Alegre,Brasil,Distrito Federal,Brasília,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,"1155,28","0,01",23/10/2023,14:27
19410495,000022/24,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Estados Unidos da América,,Washington,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,"4814,19","0,00",06/12/2023,20:13
19410609,000078/24,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Rio Grande do Sul,Porto Alegre,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,"800,21","0,01",31/10/2023,10:05
19410984,000082/24,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Rio Grande do Sul,Porto Alegre,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,"800,21","0,01",31/10/2023,10:05
19413103,000085/24,Aéreo,Estados Unidos da América,,Washington,Brasil,Distrito Federal,Brasília,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,"5225,63","0,00",25/10/2023,17:38
19413163,000084/24,Aéreo,Estados Unidos da América,,Washington,Brasil,Distrito Federal,Brasília,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,"5225,63","0,00",25/10/2023,17:41
19416440,000086/24,Aéreo,Estados Unidos da América,,Orlando,Brasil,São Paulo,São Paulo,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,"5191,02","0,00",13/12/2023,14:39
19416507,000009/24-1C,Aéreo,Brasil,Distrito Federal,Brasília,Índia,,Vadodara,Índia,,Vadodara,Brasil,Distrito Federal,Brasília,"12019,45","0,00",28/12/2023,19:55
19416882,000087/24,Aéreo,Estados Unidos da América,,Washington,Brasil,Pernambuco,Recife,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,"5363,25","0,00",13/12/2023,11:35
19417525,000091/24,Aéreo,Estados Unidos da América,,Jackson - Mississipi,Brasil,Rio de Janeiro,Rio de Janeiro,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,"5239,24","0,00",07/11/2023,11:59
19417770,000090/24,Aéreo,Estados Unidos da América,,Jackson - Mississipi,Brasil,Rio de Janeiro,Rio de Janeiro,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,"5239,24","0,00",07/11/2023,12:03
19417804,000019/24,Aéreo,Brasil,Distrito Federal,Brasília,Bélgica,,Bruxelas,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,"5594,43","0,00",06/12/2023,20:34
19417816,000089/24,Aéreo,Estados Unidos da América,,Jackson - Mississipi,Brasil,Rio de Janeiro,Rio de Janeiro,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,"5239,24","0,00",07/11/2023,12:06
19417857,000088/24,Aéreo,Estados Unidos da América,,Jackson - Mississipi,Brasil,Rio de Janeiro,Rio de Janeiro,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,"5239,24","0,00",07/11/2023,12:08
19418643,000004/24,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Rio Grande do Sul,Porto Alegre,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,"822,98","0,00",27/10/2023,15:07
19418643,000004/24,Aéreo,Brasil,Rio Grande do Sul,Porto Alegre,Brasil,Distrito Federal,Brasília,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,"870,24","1,14",27/10/2023,15:07
19418850,000005/24-2C,Aéreo,Brasil,Distrito Federal,Brasília,Índia,,Ahmedabad,Índia,,Ahmedabad,Brasil,Distrito Federal,Brasília,"11601,72","0,00",19/12/2023,17:24
19419864,000020/24,Aéreo,Brasil,Distrito Federal,Brasília,Bélgica,,Bruxelas,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,"5594,43","0,00",07/12/2023,18:02
19419913,000002/24-1C,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Nova Zelândia,,Wellington,Nova Zelândia,,Wellington,Brasil,Rio de Janeiro,Rio de Janeiro,"22701,68","0,00",08/11/2023,20:00
19419970,000095/24,Aéreo,França,,Paris,Brasil,Distrito Federal,Brasília,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,"5219,34","0,00",15/12/2023,10:38
19420065,000021/24,Aéreo,Brasil,Distrito Federal,Brasília,Bélgica,,Bruxelas,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,"4406,58","0,00",06/12/2023,20:45
19420351,000025/24,Aéreo,Brasil,Distrito Federal,Brasília,Itália,,Roma,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,"3763,43","0,00",07/12/2023,14:04
19420431,000026/24,Aéreo,Brasil,Distrito Federal,Brasília,Itália,,Roma,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,"3763,43","0,00",11/12/2023,16:08
19420828,000100/24,Aéreo,Estados Unidos da América,,Washington,Brasil,Pernambuco,Recife,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,"7671,63","0,00",25/10/2023,07:33
19421209,000104/24,Aéreo,Equador,,Quito,Brasil,Mato Grosso do Sul,Campo Grande,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,"3640,53","0,00",04/12/2023,17:14
19421295,000103/24,Aéreo,Equador,,Quito,Brasil,Mato Grosso do Sul,Campo Grande,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,"3640,53","0,00",04/12/2023,17:16
19421345,000027/24,Aéreo,Brasil,Distrito Federal,Brasília,Itália,,Roma,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,"2989,95","0,00",07/12/2023,13:41
19421385,000102/24,Aéreo,Equador,,Quito,Brasil,Mato Grosso do Sul,Campo Grande,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,"3640,53","0,00",04/12/2023,17:17
19421489,000101/24,Aéreo,Equador,,Quito,Brasil,Mato Grosso do Sul,Campo Grande,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,"3640,53","0,00",04/12/2023,17:19
19422023,000001/24,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Estados Unidos da América,,Honolulu,Estados Unidos da América,,Honolulu,Brasil,Rio de Janeiro,Rio de Janeiro,"20088,15","0,00",01/12/2023,15:33
19422733,000096/24-1C,Aéreo,Brasil,Amapá,Macapá,Brasil,Pará,Belém,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,"153,72","0,00",26/10/2023,16:35
19422733,000096/24-1C,Aéreo,Brasil,Pará,Belém,Brasil,Amapá,Macapá,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,"172,19","0,00",26/10/2023,16:35
19422850,000097/24-1C,Aéreo,Brasil,Pará,Belém,Brasil,Pará,Marabá,Brasil,Pará,Marabá,Brasil,Pará,Belém,"1211,02","0,00",08/11/2023,18:01
19423961,000099/24,Aéreo,Estados Unidos da América,,Washington,Brasil,Pernambuco,Recife,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,"7671,63","0,00",25/10/2023,07:35
19424024,000098/24,Aéreo,Estados Unidos da América,,Washington,Brasil,Pernambuco,Recife,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,Sem informação,"7671,63","0,00",25/10/2023,07:37
