Identificador do processo de viagem,Número da Proposta (PCDP),Código do órgão superior,Nome do órgão superior,Codigo do órgão pagador,Nome do órgao pagador,Código da unidade gestora pagadora,Nome da unidade gestora pagadora,Tipo de pagamento,Valor
19407618,000004/24-1C,36000.0,Ministério da Saúde,36212.0,Agência Nacional de Vigilância Sanitária,253002,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,PASSAGEM,"7845,99"
19407618,000004/24-1C,36000.0,Ministério da Saúde,36212.0,Agência Nacional de Vigilância Sanitária,253002,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,PASSAGEM,"1494,03"
19407618,000004/24-1C,36000.0,Ministério da Saúde,36212.0,Agência Nacional de Vigilância Sanitária,253002,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,PASSAGEM,"587,57"
19407618,000004/24-1C,36000.0,Ministério da Saúde,36212.0,Agência Nacional de Vigilância Sanitária,253002,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,PASSAGEM,"2528,58"
19407618,000004/24-1C,36000.0,Ministério da Saúde,36212.0,Agência Nacional de Vigilância Sanitária,253002,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,PASSAGEM,"1534,69"
19407618,000004/24-1C,36000.0,Ministério da Saúde,36212.0,Agência Nacional de Vigilância Sanitária,253002,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,Serviço correlato: seguro,"1680,11"
19407618,000004/24-1C,36000.0,Ministério da Saúde,36212.0,Agência Nacional de Vigilância Sanitária,253002,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,PASSAGEM,"19504,72"
19409017,000068/24,52000.0,Ministério da Defesa,52121.0,Comando do Exército,160013,COLEGIO MILITAR DE MANAUS,PASSAGEM,"1287,51"
19409312,000071/24,52000.0,Ministério da Defesa,52121.0,Comando do Exército,160084,COLEGIO MILITAR DE RECIFE,PASSAGEM,"621,20"
19409338,Informações p,-11.0,Sigiloso,-11.0,Sigiloso,-11,Sigilosa,DIÁRIAS,"510,18"
19409338,Informações p,-11.0,Sigiloso,-11.0,Sigiloso,-11,Sigilosa,DIÁRIAS,"5370,99"
19409338,Informações p,-11.0,Sigiloso,-11.0,Sigiloso,-11,Sigilosa,PASSAGEM,"1865,25"
19409338,Informações p,-11.0,Sigiloso,-11.0,Sigiloso,-11,Sigilosa,DIÁRIAS,"5370,99"
19409780,000076/24,52000.0,Ministério da Defesa,52904.0,Fundo do Exército,167393,COLEGIO MILITAR DE PORTO ALEGRE,DIÁRIAS,"1118,95"
19409780,000076/24,52000.0,Ministério da Defesa,52121.0,Comando do Exército,160393,COLEGIO MILITAR DE PORTO ALEGRE,PASSAGEM,"1155,29"
19409875,000081/24,52000.0,Ministério da Defesa,52121.0,Comando do Exército,160086,GABINETE DO COMANDANTE DO EXERCITO,PASSAGEM,"6175,29"
19409875,000081/24,52000.0,Ministério da Defesa,52121.0,Comando do Exército,160086,GABINETE DO COMANDANTE DO EXERCITO,RESTITUIÇÃO,"646,33"
19409939,000028/24,22000.0,Ministério da Agricultura e Pecuária,22000.0,Ministério da Agricultura e Pecuária - Unidades com vínculo direto,130005,COORD.-GERAL DE EXECUCAO ORC.E FIN./DA/MAPA,PASSAGEM,"4949,17"
19409939,000028/24,22000.0,Ministério da Agricultura e Pecuária,22000.0,Ministério da Agricultura e Pecuária - Unidades com vínculo direto,130005,COORD.-GERAL DE EXECUCAO ORC.E FIN./DA/MAPA,Serviço correlato: seguro,"1620,20"
19410045,000080/24-1C,52000.0,Ministério da Defesa,52121.0,Comando do Exército,160086,GABINETE DO COMANDANTE DO EXERCITO,PASSAGEM,"11314,72"
19410045,000080/24-1C,52000.0,Ministério da Defesa,52121.0,Comando do Exército,160086,GABINETE DO COMANDANTE DO EXERCITO,PASSAGEM,"5667,21"
19410134,000079/24-1C,52000.0,Ministério da Defesa,52121.0,Comando do Exército,160086,GABINETE DO COMANDANTE DO EXERCITO,PASSAGEM,"4094,27"
19410134,000079/24-1C,52000.0,Ministério da Defesa,52121.0,Comando do Exército,160086,GABINETE DO COMANDANTE DO EXERCITO,PASSAGEM,"8579,28"
19410187,000077/24,52000.0,Ministério da Defesa,52121.0,Comando do Exército,160393,COLEGIO MILITAR DE PORTO ALEGRE,PASSAGEM,"1155,29"
19410495,000022/24,22000.0,Ministério da Agricultura e Pecuária,22000.0,Ministério da Agricultura e Pecuária - Unidades com vínculo direto,130005,COORD.-GERAL DE EXECUCAO ORC.E FIN./DA/MAPA,PASSAGEM,"4814,19"
19410495,000022/24,22000.0,Ministério da Agricultura e Pecuária,22000.0,Ministério da Agricultura e Pecuária - Unidades com vínculo direto,130005,COORD.-GERAL DE EXECUCAO ORC.E FIN./DA/MAPA,Serviço correlato: seguro,"1620,20"
19410609,000078/24,52000.0,Ministério da Defesa,52121.0,Comando do Exército,160393,COLEGIO MILITAR DE PORTO ALEGRE,PASSAGEM,"800,22"
19410984,000082/24,52000.0,Ministério da Defesa,52121.0,Comando do Exército,160393,COLEGIO MILITAR DE PORTO ALEGRE,PASSAGEM,"800,22"
19413047,000072/24,26000.0,Ministério da Educação,26271.0,Fundação Universidade de Brasília,154040,FUNDACAO UNIVERSIDADE DE BRASILIA - UNB,DIÁRIAS,"4296,57"
19413103,000085/24,52000.0,Ministério da Defesa,52121.0,Comando do Exército,160086,GABINETE DO COMANDANTE DO EXERCITO,RESTITUIÇÃO,"1466,79"
19413103,000085/24,52000.0,Ministério da Defesa,52121.0,Comando do Exército,160086,GABINETE DO COMANDANTE DO EXERCITO,PASSAGEM,"5225,63"
19413163,000084/24,52000.0,Ministério da Defesa,52121.0,Comando do Exército,160086,GABINETE DO COMANDANTE DO EXERCITO,PASSAGEM,"5225,63"
19413175,Informações p,-11.0,Sigiloso,-11.0,Sigiloso,-11,Sigilosa,DIÁRIAS,"2744,59"
19413175,Informações p,-11.0,Sigiloso,-11.0,Sigiloso,-11,Sigilosa,DIÁRIAS,"4816,20"
19413175,Informações p,-11.0,Sigiloso,-11.0,Sigiloso,-11,Sigilosa,PASSAGEM,"2512,47"
19413175,Informações p,-11.0,Sigiloso,-11.0,Sigiloso,-11,Sigilosa,DIÁRIAS,"4786,29"
19416440,000086/24,52000.0,Ministério da Defesa,52121.0,Comando do Exército,160086,GABINETE DO COMANDANTE DO EXERCITO,PASSAGEM,"5191,02"
19416440,000086/24,52000.0,Ministério da Defesa,52121.0,Comando do Exército,160086,GABINETE DO COMANDANTE DO EXERCITO,RESTITUIÇÃO,"504,54"
19416507,000009/24-1C,36000.0,Ministério da Saúde,36212.0,Agência Nacional de Vigilância Sanitária,253002,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,PASSAGEM,"12019,45"
19416507,000009/24-1C,36000.0,Ministério da Saúde,36212.0,Agência Nacional de Vigilância Sanitária,253002,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,Serviço correlato: seguro,"771,78"
19416507,000009/24-1C,36000.0,Ministério da Saúde,36212.0,Agência Nacional de Vigilância Sanitária,253002,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,DIÁRIAS,"12997,27"
19416882,000087/24,52000.0,Ministério da Defesa,52121.0,Comando do Exército,160086,GABINETE DO COMANDANTE DO EXERCITO,PASSAGEM,"5363,25"
19417525,000091/24,52000.0,Ministério da Defesa,52121.0,Comando do Exército,160086,GABINETE DO COMANDANTE DO EXERCITO,PASSAGEM,"5239,24"
19417525,000091/24,52000.0,Ministério da Defesa,52121.0,Comando do Exército,160086,GABINETE DO COMANDANTE DO EXERCITO,RESTITUIÇÃO,"1961,28"
19417770,000090/24,52000.0,Ministério da Defesa,52121.0,Comando do Exército,160086,GABINETE DO COMANDANTE DO EXERCITO,PASSAGEM,"5239,24"
19417804,000019/24,22000.0,Ministério da Agricultura e Pecuária,22000.0,Ministério da Agricultura e Pecuária - Unidades com vínculo direto,130005,COORD.-GERAL DE EXECUCAO ORC.E FIN./DA/MAPA,PASSAGEM,"5594,43"
19417804,000019/24,22000.0,Ministério da Agricultura e Pecuária,22000.0,Ministério da Agricultura e Pecuária - Unidades com vínculo direto,130005,COORD.-GERAL DE EXECUCAO ORC.E FIN./DA/MAPA,Serviço correlato: seguro,"1620,20"
19417816,000089/24,52000.0,Ministério da Defesa,52121.0,Comando do Exército,160086,GABINETE DO COMANDANTE DO EXERCITO,PASSAGEM,"5239,24"
19417857,000088/24,52000.0,Ministério da Defesa,52121.0,Comando do Exército,160086,GABINETE DO COMANDANTE DO EXERCITO,PASSAGEM,"5239,24"
19418643,000004/24,26000.0,Ministério da Educação,26271.0,Fundação Universidade de Brasília,154040,FUNDACAO UNIVERSIDADE DE BRASILIA - UNB,PASSAGEM,"871,38"
19418643,000004/24,26000.0,Ministério da Educação,26271.0,Fundação Universidade de Brasília,154040,FUNDACAO UNIVERSIDADE DE BRASILIA - UNB,PASSAGEM,"822,98"
19418850,000005/24-2C,36000.0,Ministério da Saúde,36212.0,Agência Nacional de Vigilância Sanitária,253002,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,Serviço correlato: seguro,"746,95"
19418850,000005/24-2C,36000.0,Ministério da Saúde,36212.0,Agência Nacional de Vigilância Sanitária,253002,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,DIÁRIAS,"11512,88"
19418850,000005/24-2C,36000.0,Ministério da Saúde,36212.0,Agência Nacional de Vigilância Sanitária,253002,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,PASSAGEM,"11601,72"
19419864,000020/24,22000.0,Ministério da Agricultura e Pecuária,22000.0,Ministério da Agricultura e Pecuária - Unidades com vínculo direto,130005,COORD.-GERAL DE EXECUCAO ORC.E FIN./DA/MAPA,Serviço correlato: seguro,"1620,20"
19419864,000020/24,22000.0,Ministério da Agricultura e Pecuária,22000.0,Ministério da Agricultura e Pecuária - Unidades com vínculo direto,130005,COORD.-GERAL DE EXECUCAO ORC.E FIN./DA/MAPA,PASSAGEM,"5594,43"
19419913,000002/24-1C,68000.0,Ministério de Portos e Aeroportos,62201.0,Agência Nacional de Aviação Civil,113217,REPRESENTACAO REGIONAL SAO PAULO-ANAC,DIÁRIAS,"8695,87"
19419913,000002/24-1C,68000.0,Ministério de Portos e Aeroportos,62201.0,Agência Nacional de Aviação Civil,113217,REPRESENTACAO REGIONAL SAO PAULO-ANAC,PASSAGEM,"22701,68"
19419913,000002/24-1C,68000.0,Ministério de Portos e Aeroportos,62201.0,Agência Nacional de Aviação Civil,113217,REPRESENTACAO REGIONAL SAO PAULO-ANAC,Serviço correlato: seguro,"381,22"
19419970,000095/24,52000.0,Ministério da Defesa,52121.0,Comando do Exército,160086,GABINETE DO COMANDANTE DO EXERCITO,RESTITUIÇÃO,"1385,18"
19419970,000095/24,52000.0,Ministério da Defesa,52121.0,Comando do Exército,160086,GABINETE DO COMANDANTE DO EXERCITO,PASSAGEM,"5219,34"
19420065,000021/24,22000.0,Ministério da Agricultura e Pecuária,22000.0,Ministério da Agricultura e Pecuária - Unidades com vínculo direto,130005,COORD.-GERAL DE EXECUCAO ORC.E FIN./DA/MAPA,PASSAGEM,"4406,58"
19420065,000021/24,22000.0,Ministério da Agricultura e Pecuária,22000.0,Ministério da Agricultura e Pecuária - Unidades com vínculo direto,130005,COORD.-GERAL DE EXECUCAO ORC.E FIN./DA/MAPA,Serviço correlato: seguro,"1620,20"
19420351,000025/24,22000.0,Ministério da Agricultura e Pecuária,22000.0,Ministério da Agricultura e Pecuária - Unidades com vínculo direto,130005,COORD.-GERAL DE EXECUCAO ORC.E FIN./DA/MAPA,PASSAGEM,"3763,43"
19420351,000025/24,22000.0,Ministério da Agricultura e Pecuária,22000.0,Ministério da Agricultura e Pecuária - Unidades com vínculo direto,130005,COORD.-GERAL DE EXECUCAO ORC.E FIN./DA/MAPA,Serviço correlato: seguro,"1620,20"
19420431,000026/24,22000.0,Ministério da Agricultura e Pecuária,22000.0,Ministério da Agricultura e Pecuária - Unidades com vínculo direto,130005,COORD.-GERAL DE EXECUCAO ORC.E FIN./DA/MAPA,PASSAGEM,"3763,43"
19420431,000026/24,22000.0,Ministério da Agricultura e Pecuária,22000.0,Ministério da Agricultura e Pecuária - Unidades com vínculo direto,130005,COORD.-GERAL DE EXECUCAO ORC.E FIN./DA/MAPA,Serviço correlato: seguro,"1620,20"
19420828,000100/24,52000.0,Ministério da Defesa,52121.0,Comando do Exército,160086,GABINETE DO COMANDANTE DO EXERCITO,RESTITUIÇÃO,"2220,30"
19420828,000100/24,52000.0,Ministério da Defesa,52121.0,Comando do Exército,160086,GABINETE DO COMANDANTE DO EXERCITO,PASSAGEM,"7671,63"
19421209,000104/24,52000.0,Ministério da Defesa,52121.0,Comando do Exército,160086,GABINETE DO COMANDANTE DO EXERCITO,PASSAGEM,"3640,53"
19421209,000104/24,52000.0,Ministério da Defesa,52121.0,Comando do Exército,160086,GABINETE DO COMANDANTE DO EXERCITO,RESTITUIÇÃO,"1022,54"
19421295,000103/24,52000.0,Ministério da Defesa,52121.0,Comando do Exército,160086,GABINETE DO COMANDANTE DO EXERCITO,PASSAGEM,"3640,53"
19421345,000027/24,22000.0,Ministério da Agricultura e Pecuária,22000.0,Ministério da Agricultura e Pecuária - Unidades com vínculo direto,130005,COORD.-GERAL DE EXECUCAO ORC.E FIN./DA/MAPA,PASSAGEM,"2989,95"
19421345,000027/24,22000.0,Ministério da Agricultura e Pecuária,22000.0,Ministério da Agricultura e Pecuária - Unidades com vínculo direto,130005,COORD.-GERAL DE EXECUCAO ORC.E FIN./DA/MAPA,Serviço correlato: seguro,"1620,20"
19421385,000102/24,52000.0,Ministério da Defesa,52121.0,Comando do Exército,160086,GABINETE DO COMANDANTE DO EXERCITO,PASSAGEM,"3640,53"
19421489,000101/24,52000.0,Ministério da Defesa,52121.0,Comando do Exército,160086,GABINETE DO COMANDANTE DO EXERCITO,PASSAGEM,"3640,53"
19422023,000001/24,26000.0,Ministério da Educação,26269.0,Universidade Federal do Estado do Rio de Janeiro,154034,UNIRIO UNIVERSIDADE FEDERAL DO ESTADO RJ,PASSAGEM,"20088,15"
19422733,000096/24-1C,52000.0,Ministério da Defesa,52121.0,Comando do Exército,160215,COMISSAO REGIONAL DE OBRAS DA 8ª RM,PASSAGEM,"153,72"
19422733,000096/24-1C,52000.0,Ministério da Defesa,52121.0,Comando do Exército,160215,COMISSAO REGIONAL DE OBRAS DA 8ª RM,DIÁRIAS,"1377,61"
19422733,000096/24-1C,52000.0,Ministério da Defesa,52121.0,Comando do Exército,160215,COMISSAO REGIONAL DE OBRAS DA 8ª RM,PASSAGEM,"172,19"
19422850,000097/24-1C,52000.0,Ministério da Defesa,52121.0,Comando do Exército,160215,COMISSAO REGIONAL DE OBRAS DA 8ª RM,DIÁRIAS,"903,12"
19422850,000097/24-1C,52000.0,Ministério da Defesa,52121.0,Comando do Exército,160215,COMISSAO REGIONAL DE OBRAS DA 8ª RM,PASSAGEM,"1211,02"
19423961,000099/24,52000.0,Ministério da Defesa,52121.0,Comando do Exército,160086,GABINETE DO COMANDANTE DO EXERCITO,PASSAGEM,"7671,63"
19424024,000098/24,52000.0,Ministério da Defesa,52121.0,Comando do Exército,160086,GABINETE DO COMANDANTE DO EXERCITO,PASSAGEM,"7671,63"
